feature	Oleiharenicola	Ellin6055	Halomonas	Rickettsiaceae_Genus	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	Paracoccus	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Undibacterium	Streptococcus	Rhodospirillales_Genus	Chloroflexaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Chlamydiales_Genus	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Ideonella	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Lactobacillus	Terrimonas	Leuconostoc	Psychromonas	Rubellimicrobium	Sediminibacterium	Altererythrobacter	SM1A02	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Nubsella	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Novosphingobium	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Nocardioides	Vampirovibrionaceae_Genus	Flavobacterium	Blastococcus	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Ilumatobacter	Chryseobacterium	Peptostreptococcus	Leeia	Brevundimonas	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	IMCC26207	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	Limnobacter	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Mediterraneibacter	Hydrogenophaga	Legionella	Burkholderiales_Genus	AAP99	SM2D12_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Vampirovibrio	Ahniella	Shewanella	Bryobacteraceae_Genus	Granulicatella	Sphingobium	Dinghuibacter	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	HT002	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Neochlamydia	Lactobacillaceae_Genus	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Siminovitchia	Opitutaceae_Genus	Gordonia	Longimicrobiaceae_Genus	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Aureimonas	Marinomonas	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Massilia	Stella	Neisseriaceae_Genus	TM7a	Chitinimonas	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Psychrilyobacter	Arthrospira_PCC.7345	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Rothia	Geobacillus	Candidatus_Megaira	alphaI_cluster	Runella	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Verrucomicrobiales_Genus	Limosilactobacillus	Vogesella	Geminicoccaceae_Genus	Psychrobacter	Paucilactobacillus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	Aquicella	Peptoniphilus	KD4.96_Genus	Curvibacter	Brucella	X67.14_Genus	Gemmata	CM1G08	Bradyrhizobium	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Coxiella	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	Gloeocapsa_PCC.7428	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Rhodopirellula	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Ardenticatenaceae_Genus	Blastocatella	Bryobacter	Trueperella	Ottowia	Acetobacteraceae_Genus	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	Malacoplasma	RBG.13.54.9_Genus	Atopobiaceae_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Intrasporangiaceae_Genus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Arcobacter	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Corynebacterium	Gemmobacter	MBNT15_Genus	Acidovorax	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Rhodopseudomonas	Planococcus	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	Knoellia	Sulfurifustis	Anoxybacillus	OLB12	Thermus	Sporomusaceae_Genus	Levilactobacillus	Lysinibacillus	Frisingicoccus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	Geodermatophilus	NB1.j_Genus	Pirellulaceae_Genus	Ferruginibacter	Methylobacterium	Jeotgalicoccus	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Tautonia	Chthoniobacter	Cyanobacteriales_Genus	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Miniphocaeibacter	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Pseudoalteromonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Flectobacillus	Desulfotomaculum	Rubripirellula	Candidatus_Accumulibacter	KD3.10	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Enhydrobacter	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Granulosicoccus	Dongia	Ramlibacter	Panacibacter	Hathewaya	Niveibacterium	Elsteraceae_Genus	Actinobacillus	Oceanobacillus	Perlucidibaca	Acetivibrio	Polyangiaceae_Genus	Bowdeniella	Aurantisolimonas	Agrobacterium	Anaerotaenia	CL500.29_marine_group
f675	0	0	0	0	0	0	0	7	0	0	0	0	0	8871	12	0	0	0	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	36583	0	0	0	0	0	0	0	0	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	471	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11185	0	43	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
f703	0	0	0	0	0	0	0	0	0	0	7	0	0	6226	19	4	11	0	0	1860	0	0	16	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	69	0	0	0	0	0	0	0	0	43	0	0	73488	0	0	0	0	0	0	0	0	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	19	5	0	0	0	0	16	0	0	0	0	27	111	0	0	0	63	1365	0	0	172	115	0	0	0	0	104	0	0	94	0	0	0	0	0	1784	0	250	0	0	0	80	0	0	0	0	1599	0	0	5	0	0	0	0	21	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	58	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	88	8	31	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0
f704	0	0	0	0	0	0	0	0	0	0	0	0	0	7644	141	91	40	0	0	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	914	0	16	22522	0	0	0	0	0	0	0	0	4063	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	18	0	0	78	168	0	0	0	0	537	0	0	0	0	21	1976	0	0	0	0	9133	0	0	783	18	243	0	0	0	50	0	0	1123	0	0	0	0	0	488	0	389	0	0	7	201	0	0	0	0	437	0	0	0	132	0	0	0	38	0	0	0	216	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	43	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	21	27	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0
f705	0	0	0	0	0	0	4	0	0	0	166	0	0	4861	64	255	0	0	0	3260	0	0	13	0	0	0	0	0	0	0	0	0	0	38	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	189	0	0	60722	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	2049	0	0	441	15	101	0	0	0	3	0	0	250	0	0	0	0	0	769	0	142	0	0	0	40	0	0	0	0	350	0	0	0	21	0	0	0	199	0	0	0	363	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	8	63	0	0	124	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	178	0	0	0
f21	4	0	0	0	259	0	81	37	0	0	258	0	0	975	44	14	12	96	0	875	0	39	0	8	0	0	4	0	24	39	24	0	0	163	3	0	21	0	0	0	0	0	0	0	0	0	138	11	8	84	30	0	419	0	17	0	0	0	38	0	0	12	0	40	42715	0	19	0	37	2	0	69	10075	382	0	0	0	0	0	12	5	4	115	0	0	19	0	0	113	0	0	0	0	55	0	70	0	55	202	0	0	0	0	0	61	18	438	0	125	0	4439	575	0	135	648	0	355	226	0	0	788	0	14	0	14	0	0	0	0	7351	0	80	16	0	0	77	0	32	0	0	88	0	0	0	98	0	0	0	156	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	13	0	80	0	8	0	0	22	7	0	0	0	3	0	0	13	0	32	0	5	0	0	0	33	20	0	0	0	0	0	0	25	180	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	66	0	0	0	0	440	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	347	0	0	0	0	0	28	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	5	0	0	0	0	0	0	0	0	0	0	2	28	0	46	0	0	0	0	0	0	0	0	31	0	109	8	0	0	0	0	0	0	0	0	0	34	0	23	0	0	862	0	0	0	0	0	0	0	131	2	52	0	0	0	0	13	0	0	30	0	0	0	0	0	0	0	96	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	49	0	0	0	0	0	0	2	0	168	0	0	4	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	1167	0	0	0	0	0	453	0	0	0	0	0	0	0	129	0	0	0
f22	0	0	0	0	0	0	0	0	0	0	37	0	0	1467	6	0	73	0	0	1210	0	30	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81769	0	0	0	0	0	0	0	6	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	61	136	0	35	17	0	0	0	0	0	0	0	0	27	0	0	0	29	126	0	0	84	8	0	45	0	0	0	0	0	0	0	0	0	0	0	2529	0	10	8	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
f23	0	0	0	0	0	0	0	0	0	0	507	0	0	3266	25	0	0	0	0	1496	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0	65482	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	38	0	0	0	0	0	0	0	0	0	3	177	0	25	0	39	349	0	0	248	0	147	0	0	0	0	0	0	0	0	0	0	0	0	19041	0	131	10	0	0	40	0	0	0	0	181	0	0	0	59	0	0	0	169	0	0	0	58	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	233	0	0	0
f24	0	0	0	0	1083	71	366	9	13	0	2161	0	84	328	488	163	0	14	0	2616	49	4551	0	11	0	4	0	51	0	560	44	0	0	147	138	210	72	30	0	21	0	166	0	0	0	0	99	540	197	10	379	0	709	0	0	9	0	0	167	0	31	0	1347	95	2192	0	0	52	303	392	6	1009	190	587	0	0	0	15	52	25	17	133	275	23	152	4	0	855	0	0	0	21	102	115	3	1223	0	140	1931	0	0	0	164	29	1393	21	2484	11	248	0	432	2206	0	359	3254	73	776	164	0	0	669	127	0	0	291	9	74	0	3	1909	0	960	3426	0	0	115	0	229	0	0	25	0	5	0	760	0	0	0	42	0	0	3	2062	0	0	0	3	0	0	0	0	0	39	0	17	0	415	8	193	35	0	0	118	0	0	4	0	128	8	9	0	291	0	83	0	0	0	39	48	0	94	0	0	0	0	161	15	28	34	0	0	0	0	10	0	0	0	0	0	46	0	91	0	0	0	0	0	59	0	0	0	207	830	0	0	0	394	83	0	0	0	0	0	0	0	5	0	0	0	4	0	0	238	79	0	39	0	0	0	26	449	22	0	0	7	7	27	0	35	0	78	35	1007	0	0	0	32	0	48	0	0	0	57	0	0	53	0	100	0	0	0	0	0	0	13	0	641	0	3	0	9	0	0	0	709	89	0	179	549	0	0	0	0	0	0	0	0	0	60	0	2011	0	0	628	0	0	0	0	0	0	0	1253	4	112	4	374	0	18	28	0	0	17	0	0	0	0	0	0	5	31	62	0	0	0	27	0	0	0	0	0	0	0	17	0	0	6	0	1053	0	0	0	0	11	0	55	7	0	0	0	0	129	4	134	22	0	0	0	0	73	440	0	0	10	0	262	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	0	0	501	8	0	0	13	0	0	0	588	0	4	9
f25	0	0	0	0	0	0	0	0	0	0	0	0	0	43	1477	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	384	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	43	0	186	0	0	0	134	0	0	0	0	0	7	0	0	0	229	240	0	56	0	106	0	0	0	0	15	0	0	3	0	0	0	0	0	223	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f26	13	0	0	0	516	0	210	30	0	0	872	0	0	178	187	200	0	170	0	777	0	280	0	11	0	4	4	11	122	84	45	0	0	313	5	9	67	0	0	0	5	0	0	0	0	0	157	21	24	189	152	0	841	0	18	0	0	0	114	0	0	12	73	83	1583	0	0	0	115	21	0	1336	14873	572	0	0	0	0	143	8	26	22	137	0	38	91	0	35	334	0	15	17	365	539	0	208	0	87	657	0	0	0	11	0	125	70	905	25	249	0	9787	2267	0	212	1388	104	1226	661	0	0	1870	0	54	0	102	8	0	0	0	493	20	262	34	0	14	78	0	114	0	0	71	0	0	5	190	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	11	0	29	0	312	0	0	6	0	36	159	0	0	0	0	10	0	24	3	1131	0	14	0	0	4	32	20	0	14	0	0	0	0	56	164	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	25	232	0	0	0	0	1039	0	0	0	74	0	0	0	0	0	0	0	0	0	5	0	0	0	50	0	0	652	0	267	0	0	0	65	0	9	0	0	19	0	0	0	94	0	4	15	27	0	0	0	0	0	185	0	0	14	50	0	0	0	0	10	0	0	0	0	0	10	19	0	124	10	0	0	0	0	0	0	0	80	0	382	0	0	0	0	0	0	21	0	0	0	73	0	96	0	0	2450	0	0	0	0	0	0	0	225	9	194	0	75	0	0	0	0	0	103	0	0	0	0	0	0	24	191	21	0	0	0	22	0	48	0	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	41	0	9	0	0	0	28	0	28	14	0	29	0	0	100	8	0	0	0	0	213	0	0	15	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2480	0	0	0	0	0	316	6	0	0	0	0	0	0	404	0	3	0
f27	0	0	0	0	201	0	141	0	0	0	1407	0	0	298	27	15	68	58	8	3529	0	0	0	31	0	5	0	0	127	0	0	29	0	160	132	27	84	0	0	0	0	0	0	0	0	0	53	0	0	64	3734	0	117	0	0	0	0	0	44	0	0	0	100	306	596	0	8	46	0	107	0	286	1293	84	0	0	0	0	71	0	0	0	282	33	0	0	0	0	0	0	30	109	0	385	19	81	0	0	118	0	0	0	17	0	0	49	8278	0	39	0	2018	871	0	226	2730	47	3109	94	0	49	1980	0	30	0	0	0	0	0	0	860	0	225	0	0	0	278	0	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	28	18	0	0	0	0	59	0	0	0	26	0	165	0	0	0	34	13	0	0	0	0	0	20	284	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	30	0	539	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	133	0	0	0	0	0	0	0	0	0	0	0	0	167	0	112	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	659	0	0	0	0	0	0	0	196	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	24	0	25	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1206	0	0	0	0	0	1644	0	0	0	0	0	0	0	1431	0	0	0
